shuffled_id,shuffled_file,original_file,source,ref_text,cer,duration_sec,utmos
39,audio/00039.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/09/09dcf9ab-f4d9-41d3-ab54-994733068b7f.mp3,anim400k,金が外周軌道に到達しました。,0.0,4.339,3.651433
40,audio/00040.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/09/09f90088-e4e5-4398-8bd3-e7bcc64fb7be.mp3,anim400k,その王は在九十年に及ぶ女王とだけしか証刑は知りませんでした,0.259,7.299,3.954487
41,audio/00041.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0a/0a97b57a-1146-40d3-9103-c6ce489f6bfb.mp3,anim400k,ええ、多少の調べは受けるでしょうが。,0.143,5.459,3.605817
42,audio/00042.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0a/0a9e5a08-1e13-4e65-b92a-ffc11f9d20da.mp3,anim400k,京都に来てもこういうとこ来たがらないでしょ,0.045,4.939,3.804075
43,audio/00043.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0a/0ab4392f-04c3-4100-9c98-fc2a5e016d07.mp3,anim400k,日本の金牛さんを投入 まさかそんなことを 信じるかどうか,0.16,8.879,3.17274
44,audio/00044.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0a/0ae13d17-edac-4b0a-a9cd-f53029250f3b.mp3,anim400k,我々が求めているのは君の実績だけだ。,0.0,5.879,3.896997
45,audio/00045.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0a/0ae39904-65fa-4a08-b3be-6d43d50142e1.mp3,anim400k,高架への疑惑を最初に想像したのは我宝だった,0.3,6.299,3.556906
46,audio/00046.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0c/0c3222bd-39e8-4c9a-9b94-56ecb774d7a2.mp3,anim400k,以前、メイと共に入った地下道を使う,0.188,4.619,3.448031
47,audio/00047.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0c/0c8cdfbd-295b-4f8a-8c1e-cd40886e42f2.mp3,anim400k,DCに関わっているから,0.222,4.879,4.081085
48,audio/00048.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0c/0c93da63-014d-4694-9333-73647ba490ab.mp3,anim400k,ああ、奴は次期次の殺しをする,0.214,5.559,3.808056
49,audio/00049.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0c/0ca578dd-6982-4487-ab46-20e20e6a8ffd.mp3,anim400k,日本をはじめとする各国政府。,0.0,5.479,3.402589
50,audio/00050.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0c/0cb438f0-6b93-4c44-8e3a-41296ce66951.mp3,anim400k,そんなこと 結構本とか読んでるし そりゃ成績悪いけど,0.263,8.599,3.371113
51,audio/00051.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0c/0cd8ab5f-43d4-4bfe-8c94-c024a594355b.mp3,anim400k,は今の後に不満が残ります 気落ちなんかしてません,0.091,6.499,3.048166
52,audio/00052.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0c/0cd9968e-74d7-427a-8e77-6623385b332e.mp3,anim400k,間違いない そしてチームの勝利は選挙の勝利となるわけです,0.227,6.639,3.057377
53,audio/00053.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0c/0ce3f225-6695-469d-aa4b-96f9b9aa6572.mp3,anim400k,あの黒づくめの連中は自衛隊の上層部に チャンネルがあるんだろう,0.1,6.239,3.32454
54,audio/00054.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0d/0d247132-6e72-41b8-8742-31d6b62661c4.mp3,anim400k,システムコマンド 管理者権限変更,0.133,5.679,3.600226
55,audio/00055.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0d/0d9939b8-4c10-4123-a977-b5878b006464.mp3,anim400k,ボクシング好きですか?,0.0,4.439,3.780854
56,audio/00056.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0d/0dc6b2a7-16a7-43a7-baae-af984c047459.mp3,anim400k,アマネミサはエルに拘束された。 これの真実を自分の口で話してください。,0.167,9.219,3.246977
57,audio/00057.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0d/0df853b1-62b9-4eb1-84ee-e11184a5dffb.mp3,anim400k,待ちましょう 仏じましょうさ,0.214,5.979,3.675776
58,audio/00058.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0e/0e025b38-041d-4440-99f9-b9cbbbbe8a87.mp3,anim400k,手こずってるようですね,0.3,4.659,3.487101
59,audio/00059.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0e/0e49fb68-3374-42be-a18d-2a0dec44fae1.mp3,anim400k,昨夜の裁きはちゃんと行われた 高田と御上の連携はしっかりできていたということ,0.027,9.239,3.320164
60,audio/00060.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0e/0e923cd5-c7d8-4f88-ab62-c4d7fcbb2c1c.mp3,anim400k,行っときますか、酢愛を食いに,0.214,5.359,3.358688
61,audio/00061.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0e/0ee5d949-ced8-4023-8eac-6cbfa955dbaf.mp3,anim400k,世の中には特別な人々がいます。,0.071,5.699,3.110754
62,audio/00062.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0e/0ee77472-c7e9-48b2-8b93-8dd68598d1bf.mp3,anim400k,これは宅配便のダンボールだ 山手の配送所,0.111,7.499,3.744596
63,audio/00063.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0e/0ef97561-dff1-44be-97f2-6f40a8857b3b.mp3,anim400k,だろ 彼が陰性になってたこと,0.25,4.579,3.495389
64,audio/00064.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0f/0f402acf-ddc7-447a-a6e6-6a463b41e2c3.mp3,anim400k,銀時計持ってるって,0.2,5.019,4.045101
65,audio/00065.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0f/0f77220c-a99b-4630-aae4-06cfcec0165e.mp3,anim400k,家賃は前より下がって。三万六千円。,0.133,5.739,3.801395
66,audio/00066.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0f/0f7e19bf-f853-44c2-9183-c04a0b81cfc6.mp3,anim400k,ではそのケーキという男,0.3,6.279,3.384522
67,audio/00067.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0f/0fd61538-45ea-428c-b018-3d32d6e970a0.mp3,anim400k,重要文献資料室 一般社閲覧禁止,0.0,6.399,3.40381
68,audio/00068.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0f/0ff81a6c-dd40-4999-9f43-e5dda160957d.mp3,anim400k,東京湾の東さんを不当に。救護団が集まっているそうです。,0.28,6.979,3.450295
69,audio/00069.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/10/1006b27a-5769-4965-8ee1-c64334b7a362.mp3,anim400k,可能ですよ。ですが、どこの業者さんでもうまくできるわけじゃないでしょ。 いやーすごい。,0.273,9.819,3.125494
70,audio/00070.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/10/100ac2f7-f95b-4ad2-a405-e5437fbb034a.mp3,anim400k,報告書に書かれていることが私の知るすべてです。,0.095,6.159,3.262839
71,audio/00071.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/10/103b2a06-c5b0-465a-8fb5-bcacb9422596.mp3,anim400k,高山の葬儀に参加してくれて,0.214,4.099,3.481121
72,audio/00072.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/10/108f9608-a6cf-4b64-aa40-b175b9b8d00f.mp3,anim400k,間違いない。この木は。,0.0,6.239,3.558267
73,audio/00073.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/10/10c32bff-21ab-4b4b-98aa-c88c396b83fc.mp3,anim400k,やつはここにはいない,0.0,4.079,3.754178
74,audio/00074.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/10/10e1066c-b95c-434b-8ffe-8cf4800e2d4b.mp3,anim400k,あの、私は修行が足りず、会議に気づきませんでした。ですが……,0.087,7.739,3.217313
75,audio/00075.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/11/11045acd-fd2f-4158-912b-574a9faed4d8.mp3,anim400k,銀翼突撃鐘の上空に伴う。,0.273,4.619,3.470655
76,audio/00076.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/11/115d4bc8-be78-4383-8169-2710d84521d8.mp3,anim400k,各国代表の方々は、全員いらっしゃる予定です。,0.0,6.339,3.368935
77,audio/00077.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/11/11cfec93-d4d4-4470-b7fe-0923f789e010.mp3,anim400k,わかったろう、キリンは偽りの制約などできはせぬ,0.211,8.519,3.23778
78,audio/00078.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/11/11d4edb3-0dbf-4f7d-87e8-497a6a832547.mp3,anim400k,今日、止まっていきます。,0.2,3.459,3.7434
79,audio/00079.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/11/11df8013-7fa8-4fe8-ab1b-adf8be3368c5.mp3,anim400k,機関車が減速しますからね,0.0,5.119,4.041883
80,audio/00080.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/11/11ecc4d3-1567-44e4-a4ef-1009bc57f5b2.mp3,anim400k,国内で割と対等に打ち合えるが、幕の内だけ、唯一。,0.05,8.519,3.797498
81,audio/00081.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/11/11f8e198-4901-45bd-a18f-c38be49a1495.mp3,anim400k,内閣調査室で、支給ご同行を願えますでしょうか。,0.19,6.679,3.634112
82,audio/00082.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/12/127b904b-a598-48b0-ad8f-2a44ae22ce1b.mp3,anim400k,白い大理石、いくらぐらいするんだろう?,0.0,7.419,3.091128
83,audio/00083.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/12/12dc6890-46aa-4430-b3b7-5b265713afef.mp3,anim400k,17時半 今日は10時から働いているので,0.222,7.759,3.95184
84,audio/00084.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/13/131b3c78-407f-4b13-b0ee-a02b7c8c5f31.mp3,anim400k,職人と商人の仕事は違いすぎるからお前。,0.111,6.419,3.554346
85,audio/00085.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/13/13401b73-1506-46f1-9349-708b80dcca78.mp3,anim400k,だが交流会は言わずもがな中止ですね,0.188,6.719,3.239391
86,audio/00086.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/13/13c9c1e0-af4a-4a27-8def-0e266b55edda.mp3,anim400k,だから医者になった,0.0,4.799,3.41555
87,audio/00087.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/14/14228c17-c3c6-443c-9e60-2e33a30e7a97.mp3,anim400k,影、死せる太陽に照らされし彼の血より、 遠く地上に刺したる影にすぎぬ。,0.241,9.799,3.345721
88,audio/00088.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/14/1493e68b-365d-491f-9ec8-d9d2a4a40408.mp3,anim400k,策を講じようにも、公政府軍に包囲されていたのではどうにもならないでしょう。,0.056,8.579,3.702216
89,audio/00089.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/14/14a8d421-8110-4ad1-bf5b-f05cf9f55198.mp3,anim400k,じゃあ、牛乳とビスケット,0.0,5.039,3.208603
90,audio/00090.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/14/14c87311-46c7-450d-8daa-fcd49260d932.mp3,anim400k,取引に従わず、お前たちが求めてる情報が得られなければ。,0.038,7.099,3.53443
91,audio/00091.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/14/14fd0202-4364-4221-87d9-31bb6d43ca57.mp3,anim400k,いや、渋谷のせいじゃない,0.222,3.999,3.322898
92,audio/00092.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/15/1527529d-585d-42a7-935d-93ac3d61fecc.mp3,anim400k,商人なんて、どう騙すような仕事に包まって,0.286,5.779,3.031164
93,audio/00093.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/15/15665f4a-237a-4bbd-966f-156e3a6fbf8a.mp3,anim400k,人間が宇宙でこういう暮らしを始めたのも,0.0,6.139,3.505428
94,audio/00094.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/15/15668eda-6458-4b2a-a3c1-d694c558cd32.mp3,anim400k,もんは開け放たれた。人の気配はありませ。ん。,0.211,6.999,3.112496
95,audio/00095.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/15/15bcda1e-4ef7-43b0-a8f1-26b3933a39f4.mp3,anim400k,ええ実現してほしいと思っています,0.143,5.599,3.58479
96,audio/00096.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/15/15ed3e8f-b03d-444d-a6fb-ba8fe9db7141.mp3,anim400k,ノナが実験に賭けられているのを見ました 怖くなって逃げ出して,0.103,6.199,3.237196
97,audio/00097.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/16/1602e8b9-cf54-4fda-b39b-c13b3e2c6458.mp3,anim400k,私たち助かります,0.111,6.119,3.389989
98,audio/00098.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/16/168a67a9-5c35-4b75-8090-c007397f96e3.mp3,anim400k,みやか、七聖師探す前に玉褒めの金儲け主義直した方がよくない?,0.138,7.619,3.781578
99,audio/00099.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/17/17053dbc-8117-4cab-8d9a-4e01482ba88e.mp3,anim400k,事件が進んで、西城拓美という人が犯人として注目を浴びて。,0.24,7.259,3.440931
100,audio/00100.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/17/1715bc97-2323-448c-bb07-e3d7e352e8b9.mp3,anim400k,私たちはまだ彼らが持っていない。発電プラントと生産プラントを用意しています。,0.056,7.579,3.421031
101,audio/00101.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/17/1748df4f-5f08-47a6-89b0-16b7c541f0b3.mp3,anim400k,食べたかったな 皮がサクサクして具がいっぱい詰まってて 絞りたてのミルクと一緒に食べると,0.2,9.279,3.396602
102,audio/00102.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/17/1778d516-9e2d-4c36-a0e4-ce0f8eeacc44.mp3,anim400k,では裁判長、直ちに判決を,0.0,7.759,3.217458
103,audio/00103.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/18/180826e5-66d7-44d6-9c20-b25636fff92b.mp3,anim400k,原田デザインの名刺?,0.111,3.719,3.351891
104,audio/00104.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/18/1831e6ea-e681-43a0-bc78-ca63896f010e.mp3,anim400k,人間が行動を起こす前には。必ず予備動作がある。目の動き筋肉の動き。,0.0,7.739,3.288811
105,audio/00105.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/18/1833bfbd-4a4a-4ab3-ba9c-a8be9b84df7d.mp3,anim400k,しかし驚きましたね。ちょうどの官房長官発表は。,0.286,8.719,3.004586
106,audio/00106.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/18/183fa278-f8d2-464d-8bf5-4314fa18450d.mp3,anim400k,息子さんに捜査協力を願ってもよろしいでしょうか,0.0,6.199,3.045389
107,audio/00107.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/18/1851ebbd-dc24-4264-a3ce-66287de45135.mp3,anim400k,まだ神殿帳と繋がっています,0.154,4.399,3.589602
108,audio/00108.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/18/187a3611-1177-4ccf-9764-057a86fcb614.mp3,anim400k,笑わせてくれるよ 偽善に得た情報では精神異常者による反抗とされているが,0.118,9.299,3.558309
109,audio/00109.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/19/195e0820-626f-4e2e-8c12-1889e6d514c9.mp3,anim400k,表には伏せているんだな。 外に出るのは医者から控えるようにと。,0.034,6.919,3.098115
110,audio/00110.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/19/1969b16b-ddbc-448d-b4ba-6668ac9b34ab.mp3,anim400k,ともかく彼女の保護は我々の手で早急に,0.0,4.919,3.22839
111,audio/00111.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/19/19a5cebc-98dd-4579-a659-c68aa83db176.mp3,anim400k,君、僕の親に会ったことあったね はい,0.067,6.199,3.045643
112,audio/00112.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1a/1a971723-3d34-4a20-8e55-863973bd22e4.mp3,anim400k,そして奴らはすでに,0.3,4.239,3.891388
113,audio/00113.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1a/1aaa80b3-3249-4679-a881-92030f65dadf.mp3,anim400k,しかに、私の個人的な目的はもっと別のところにあります。,0.136,6.659,3.053764
114,audio/00114.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1a/1ad560a9-4e8e-42f1-8071-4608789c85dd.mp3,anim400k,エディー・シュミットですね。,0.091,6.499,3.61878
115,audio/00115.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1b/1b4f078d-24c9-47fc-b8df-3681a219d8e6.mp3,anim400k,セカンドウェーブは行動面に対し、ほぼ垂直に進行していますから。,0.24,7.759,3.14136
116,audio/00116.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1b/1b69068b-7f96-4e66-a01a-dfa32d26c07d.mp3,anim400k,このような手はあまり好まないところだが……,0.222,7.059,3.516584
117,audio/00117.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1b/1b954b08-44c7-47ce-9459-beee6bed2e05.mp3,anim400k,……他に疑える者がいないから 固執しているだけかもしれない,0.0,7.999,3.186474
118,audio/00118.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1b/1b9f3cca-e002-45ba-9ebf-ea11d7b66813.mp3,anim400k,いや、そもそも散りたくないです。,0.143,5.779,3.264764
119,audio/00119.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1b/1bf4ac0b-dea3-4215-b42e-d9a842668cae.mp3,anim400k,他に言いたいことあるだろ,0.077,4.579,3.542863
120,audio/00120.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1c/1c421149-6aea-44a2-b034-f6014c0857cf.mp3,anim400k,ハンク・ヘンリエット,0.3,5.139,3.594032
121,audio/00121.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1c/1c570213-9939-43df-b86e-5da995dd6d77.mp3,anim400k,東京のは少し物足りないです。 あと高いし。,0.105,6.199,3.214689
